fold,epoch,train_loss,val_loss,accuracy,precision,recall,f1_score
1,1,1.2393390035236276,1.006280313367429,62.753872633390706,0.600211277204195,0.5892204571419642,0.5860722556823441
1,2,0.8823944127166664,0.90474039575328,65.92082616179002,0.6282346684286215,0.6217803915855109,0.622034744161942
1,3,0.7456649152132181,0.9199077901632889,66.4027538726334,0.6514681791975402,0.618787593893465,0.6160263064314733
1,4,0.6368061849376657,0.9431163331736689,67.33218588640275,0.6456047128079578,0.6395484698056912,0.63992396780932
1,5,0.5274272415336672,0.9929234774216361,67.19449225473322,0.6418568349914076,0.6377476196413644,0.6387563313511158
2,1,0.5638280384815656,0.480056907819665,82.47245179063361,0.8070402235783558,0.8015603424330944,0.8011542799195075
2,2,0.4270547336110702,0.537116650653922,80.57851239669421,0.793038162309206,0.7820228733605299,0.7845767169857467
2,3,0.3480612790355316,0.6353948219962742,79.47658402203857,0.7716189515445111,0.7759383662679962,0.7721347836477326
2,4,0.2759041052188847,0.6729720442191415,78.85674931129476,0.768853407524549,0.7673223348460247,0.7658699770053514
2,5,0.24239944253157783,0.8258811131767605,77.37603305785125,0.7533030136209695,0.7485355799487925,0.7450646424860212
3,1,0.304739701960768,0.20569623682809912,92.87190082644628,0.9255335908181681,0.9177649177054213,0.9205523009306258
3,2,0.2087018590952669,0.3458021432161331,87.77548209366391,0.8781584211360072,0.8714314866551058,0.8712841402584147
3,3,0.17524358065246226,0.33524951792281604,88.32644628099173,0.8752891745110241,0.8736701909191961,0.8725893655088746
3,4,0.1627516805470645,0.4537988279176795,86.19146005509641,0.8603328164643358,0.8484204148768886,0.8489395985950016
3,5,0.1502726983156178,0.43057573619096173,86.29476584022039,0.8513909652680143,0.8466743186585647,0.8465709708132347
4,1,0.19797032948706175,0.10519923771853032,96.31542699724518,0.9588760325515878,0.9582818685052207,0.9584556933727374
4,2,0.14255801436829044,0.25672333460787067,91.80440771349862,0.9165578206703036,0.9108678845322907,0.909143341728387
4,3,0.13518640423541542,0.16497601244760596,94.6625344352617,0.9424698622172687,0.9402812656253605,0.9412617702800379
4,4,0.12023601792548057,0.2859499409146931,91.11570247933884,0.9026972051411426,0.9059412169009877,0.9016867872410004
4,5,0.11868709038206182,0.2997996301754661,89.80716253443526,0.8910765824003417,0.8925385130973045,0.8875980750685403
5,1,0.15427770322332016,0.08045915959645873,97.45179063360881,0.9724359408865202,0.9707242259724205,0.9712730385723805
5,2,0.11733165872539138,0.1448820693337399,95.0068870523416,0.9457108737074129,0.9450181933205168,0.9442097514022303
5,3,0.10563724364184744,0.11955547494732816,96.17768595041322,0.9578651555960962,0.9582449960575781,0.9580187898739961
5,4,0.10659163760451171,0.18176721327978632,93.76721763085399,0.9349985737636419,0.9312017133983732,0.9321723198998364
5,5,0.1054300895411071,0.2722290048132772,91.2534435261708,0.9056270396518415,0.902935502533641,0.9016928387521908
6,1,0.12682573552560675,0.09204211774403634,97.2107438016529,0.9695570575248476,0.9684761111292322,0.9687010156268345
6,2,0.09677985359679211,0.10911054828244707,96.07438016528926,0.9575427347190655,0.9542596620047412,0.9547892790278127
6,3,0.08209714273011291,0.12692282251689746,95.69559228650138,0.9527960056087267,0.954750261137984,0.9534698207100936
6,4,0.09427030238189868,0.18936843230672504,93.73278236914601,0.9355342436350378,0.9315498797141152,0.9321448790426082
6,5,0.0888967157474586,0.23392415921325269,92.63085399449035,0.9186939805531966,0.9201903859046898,0.9179325356396493
7,1,0.11172140092885756,0.047170529425468136,98.58815426997245,0.9843461256872148,0.984505596745389,0.9843889347587917
7,2,0.08331698619320498,0.10460311417346416,96.52203856749311,0.9633063262314101,0.9620548274415918,0.9623539909259263
7,3,0.0814785540646331,0.10355661760853685,96.38429752066116,0.9617528207135835,0.9593410679253185,0.9603474623783805
7,4,0.0785225416472243,0.14908713685429614,95.21349862258953,0.9493067269282973,0.944342282824963,0.9458180617322272
7,5,0.07272370961996225,0.16991643024527509,94.52479338842976,0.9412481755434856,0.938306526207461,0.9390302122565681
8,1,0.0979693707201507,0.060101127980843834,98.17493112947659,0.9812766644180184,0.9807272960646529,0.9809075601554744
8,2,0.0775594979903282,0.07683853068105552,97.58953168044077,0.9730638968150811,0.9744558995735547,0.9736407389896535
8,3,0.077616883446923,0.13043206217496292,95.28236914600551,0.9512595950720337,0.945624886512697,0.947353965119047
8,4,0.06816184101114561,0.13887582443978475,95.42011019283747,0.9502893802203163,0.94696221193338,0.9483301719735522
8,5,0.07063271615981728,0.1610470597186814,94.97245179063361,0.9441599732951926,0.9453289766586253,0.9445003666906087
9,1,0.08939009647980169,0.04792173506449098,98.4159779614325,0.9820136355166986,0.9831954708060711,0.9825636026211113
9,2,0.07583925101118019,0.07623006492529226,97.4862258953168,0.9726810526962862,0.9722939242482306,0.9722733261100237
9,3,0.06867854277971763,0.08386749114193347,96.83195592286502,0.963699886041451,0.9649640104967865,0.9639368516917917
9,4,0.06198502104770351,0.09608030068161695,96.41873278236915,0.9603697423649588,0.961791011556272,0.9606473706236385
9,5,0.06625345037165252,0.13966060316433077,95.35123966942149,0.9500533915891954,0.9496141028990799,0.9489418053231461
