fold,epoch,train_loss,val_loss,accuracy,precision,recall,f1_score
1,1,1.353525153555713,1.0651117096776548,59.65576592082616,0.5504632983371882,0.5542790791799879,0.5404125965403593
1,2,0.9795626408451206,0.9609384614488353,63.23580034423408,0.6286967993249193,0.5958477003369004,0.5888033719507926
1,3,0.8247403040692046,0.886202361272729,67.09122203098107,0.6384180394914296,0.6342738009681126,0.6344061894060435
1,4,0.6751512015586371,0.9252164623011714,68.19277108433735,0.6652786544861944,0.6463522534544279,0.6491921018593982
1,5,0.5257893725410923,1.017804822196131,66.98795180722891,0.6416325543144451,0.6337801525525195,0.6361570888008086
2,1,0.46190054698304817,0.3186624613793,88.84297520661157,0.8741334588079626,0.8709504364639301,0.8721714847150642
2,2,0.3121215788708938,0.3786986761766931,86.84573002754821,0.8537638869689788,0.8551307176028045,0.8533429280874898
2,3,0.20825410405030617,0.3588169074576834,87.29338842975207,0.8561121430765184,0.8572234277628995,0.856210215613929
2,4,0.1372667709263144,0.4315727145775505,86.36363636363636,0.8440878388242499,0.8440523574105085,0.8436551724282422
2,5,0.09422838017549161,0.6123211785503055,83.09228650137742,0.8245088120412759,0.8050022945561113,0.8069308132246286
3,1,0.14482851250731682,0.06477329345500987,98.24380165289256,0.9794670602030675,0.9803207862516266,0.9798525769927667
3,2,0.07649067263784153,0.08200538692914922,97.34848484848484,0.9702602879291047,0.9707663609150377,0.9703952043829526
3,3,0.06150333297817589,0.10435901695619458,96.07438016528926,0.9567613887435873,0.9563382724693934,0.9560519858802818
3,4,0.06480180208857816,0.11941458090491917,95.97107438016529,0.9571880636567347,0.9546890912648672,0.955637615127842
3,5,0.04808328853879165,0.1413850136425184,95.42011019283747,0.9477277037975431,0.9524891332878861,0.9493555170443185
4,1,0.06777942467194337,0.03217060442851937,99.10468319559229,0.9895794512399569,0.9901538964629862,0.9898328271354551
4,2,0.05167203718939653,0.044072249377875225,98.55371900826447,0.9844383454595389,0.9829683698353524,0.9836656231111564
4,3,0.04744957995877325,0.050682943476283035,98.4159779614325,0.9826367739077541,0.9826007201554265,0.9824917213278956
4,4,0.033300626336003315,0.07637003436684608,97.69283746556474,0.9770388302459937,0.9757797608455161,0.9761296678438296
4,5,0.040166955369596295,0.11742942521105641,96.00550964187327,0.961668509608318,0.9549878020613269,0.9571530287852184
5,1,0.04814901058613272,0.0203484576701632,99.27685950413223,0.9922889598771161,0.9920279451642564,0.9921272021838086
5,2,0.041551069233689335,0.03613969758557885,98.82920110192838,0.9872919689601892,0.9867728776366255,0.9869934460131801
5,3,0.03496889045057757,0.06247079477685949,98.07162534435261,0.9789172030800366,0.9787080339550467,0.9785684898596135
5,4,0.037563926686154124,0.04472489013215122,98.4159779614325,0.9825882088544292,0.9826340375660397,0.9825732539680949
5,5,0.031654898808363335,0.05048176755561777,98.31267217630854,0.9821380218072153,0.9821249363887754,0.9820889371576029
6,1,0.04147695769059503,0.020868672948816547,99.27685950413223,0.9915704383959694,0.9920018984204914,0.9917838965211503
6,2,0.03421480371296958,0.056506901817477265,97.89944903581267,0.9764693501345916,0.9772850425935531,0.9767187282326384
6,3,0.03473165957193187,0.10889909821360008,96.48760330578513,0.9603143901142499,0.965247947081504,0.9616750354475561
6,4,0.032365939315091206,0.04348141635241716,98.24380165289256,0.9796841930439553,0.9804024410296415,0.979999153558843
6,5,0.03049673251283181,0.05969653092324734,98.14049586776859,0.9785523356862406,0.9804771459438317,0.9793607880390309
7,1,0.03577347378794022,0.018832562136990222,99.27685950413223,0.9926799761191814,0.9912959585267209,0.9919539890839741
7,2,0.03225665539886884,0.031389340879800526,99.00137741046832,0.989761406616992,0.9890530660232653,0.9893307301782674
7,3,0.028450068278918758,0.02418597710683294,99.17355371900827,0.9908533372403481,0.9903267086326679,0.9905646216056876
7,4,0.022490151572248457,0.020127050892409425,99.44903581267218,0.9940182951222686,0.9941732088022253,0.994087564860643
7,5,0.03586990265162907,0.04996498892812625,98.31267217630854,0.9813919468265768,0.9810924645528816,0.981185863111012
8,1,0.032919497444719115,0.02491398929091899,99.0358126721763,0.9894529459388773,0.9888706105449501,0.9890849535504092
8,2,0.0388736613171564,0.03986544787640805,98.62258953168045,0.9860280254158311,0.9844771891808547,0.9851752303194834
8,3,0.027189192055739914,0.039016601821893586,98.58815426997245,0.9841530696109753,0.9835378666755776,0.9836718541272095
8,4,0.025865585234266922,0.053256502941898674,98.48484848484848,0.9837507386432269,0.9835119549412952,0.9835048273345999
8,5,0.02692674501808002,0.04140753873482184,98.69146005509641,0.9855818221987782,0.986603522941818,0.9860262806519924
9,1,0.03184109141571693,0.029513268275996266,99.00137741046832,0.990178746981405,0.9889797393148558,0.9895347205110174
9,2,0.026568864500994414,0.021281980949899425,99.13911845730027,0.9900884025189519,0.9899618659685139,0.98999458871824
9,3,0.022936693770404148,0.019981933757662773,99.20798898071625,0.9915655138412726,0.9904769833547971,0.9910053763151485
9,4,0.027057922663676275,0.031468021308841264,98.89807162534436,0.9874267823844783,0.9883967015531856,0.9878555134000342
9,5,0.025705352147010023,0.03086720714750497,98.86363636363636,0.9880180193186424,0.9872598636129503,0.9875256065348567
